window_start,window_end,trades,base_avg_r,base_pf,stress_avg_r,stress_pf,base_return_r,stress_return_r,median_stop_pct
2026-01-19 00:00:00+00:00,2026-02-18 00:00:00+00:00,19,0.7927427009483161,3.1511272513604496,0.791831769985363,3.147251492735478,15.062111318018006,15.044803629721896,1.4245755545436822
2026-01-26 00:00:00+00:00,2026-02-25 00:00:00+00:00,16,0.5621752390649329,2.284535461715368,0.5614174635497765,2.2817879845609808,8.994803825038927,8.982679416796424,1.4380936310412193
2026-02-02 00:00:00+00:00,2026-03-04 00:00:00+00:00,20,0.5496869399198239,2.2211261171239247,0.5489564663994131,2.2185713310036714,10.993738798396476,10.979129327988263,1.3521153605757106
2026-02-09 00:00:00+00:00,2026-03-11 00:00:00+00:00,23,0.608250931274302,2.3982872804018065,0.6072132491752097,2.394297496030016,13.989771419308946,13.965904731029822,0.6823913365969347
2026-02-16 00:00:00+00:00,2026-03-18 00:00:00+00:00,23,0.4776985613216894,1.9980864095717377,0.4763865087534575,1.9936323410982175,10.987066910398857,10.956889701329523,0.6261386777895254
2026-02-23 00:00:00+00:00,2026-03-25 00:00:00+00:00,30,0.23278458040593616,1.4105204300948648,0.23150415690867604,1.4076236092388539,6.983537412178085,6.945124707260281,0.6290413570006941
2026-03-02 00:00:00+00:00,2026-04-01 00:00:00+00:00,27,0.14751670326514318,1.248739605362922,0.1460433318714649,1.2458063430419402,3.9829509881588656,3.943169960529552,0.5846018089565286
2026-03-09 00:00:00+00:00,2026-04-08 00:00:00+00:00,23,-0.044122008864560615,0.9324048158269601,-0.045624087519549945,0.9302445137484634,-1.0148062038848942,-1.0493540129496488,0.6261386777895254
2026-03-16 00:00:00+00:00,2026-04-15 00:00:00+00:00,20,-0.3506988996092276,0.5327972908480211,-0.3523296653640921,0.5315500473493602,-7.013977992184553,-7.046593307281842,0.6036018528602212
2026-03-23 00:00:00+00:00,2026-04-22 00:00:00+00:00,26,-0.19297865378043555,0.7361275603303674,-0.1945442305501698,0.7344645662282695,-5.0174449982913245,-5.058149994304415,0.4189955740853788
2026-03-30 00:00:00+00:00,2026-04-29 00:00:00+00:00,21,0.14226742972100204,1.2296457341104927,0.14089143240334018,1.2270307281352308,2.9876160241410425,2.958720080470144,0.3768696266635181
2026-04-06 00:00:00+00:00,2026-05-06 00:00:00+00:00,21,0.28518413279277893,1.498750207853446,0.2839471093092631,1.4958402889343307,5.988866788648357,5.9628892954945245,0.4109737752206041
2026-04-13 00:00:00+00:00,2026-05-13 00:00:00+00:00,30,0.332770247529937,1.6234726034086173,0.3314563806553456,1.6199176415772103,9.98310742589811,9.943691419660368,0.4060084628551933
2026-04-20 00:00:00+00:00,2026-05-20 00:00:00+00:00,28,0.963785020606265,3.9958764042416366,0.9626167353542162,3.9862820717062446,26.98598057697542,26.953268589918054,0.5029951818360662
2026-04-27 00:00:00+00:00,2026-05-27 00:00:00+00:00,24,0.7911364532808264,3.107966027400117,0.7898992887138657,3.100647533283673,18.987274878739832,18.957582929132776,0.5029951818360662
2026-05-04 00:00:00+00:00,2026-06-03 00:00:00+00:00,28,0.9994891158348771,4.4950125016200335,0.9982970527829231,4.483410408022516,27.985695243376558,27.95231747792185,0.4629642690808551
2026-05-11 00:00:00+00:00,2026-06-10 00:00:00+00:00,44,1.5095021218791294,9.296882343831667,1.5083732502215326,9.278162245448074,66.41809336268169,66.36842300974743,0.8381226979752794
2026-05-18 00:00:00+00:00,2026-06-17 00:00:00+00:00,39,1.4466793769974196,8.04843288291607,1.4455495079608458,8.033319763144805,56.420495702899366,56.37643081047298,0.9014915587608687
2026-05-25 00:00:00+00:00,2026-06-24 00:00:00+00:00,41,1.4004862354985836,7.377067429181817,1.3993796094052406,7.36521826819557,57.41993565544193,57.37456398561487,0.8645955451348233
2026-06-01 00:00:00+00:00,2026-07-01 00:00:00+00:00,43,1.1299254728570576,4.468838416274508,1.1287416538476325,4.461371300912567,48.58679533285348,48.535891115448194,0.8235067931299646
2026-06-08 00:00:00+00:00,2026-07-08 00:00:00+00:00,20,0.05797468380008537,1.0891535761090063,0.056838689590025096,1.0873192770180025,1.1594936760017074,1.1367737918005019,0.48139723224610376
